idsow,order_no,operation_no,ssbr_id,part_number,part_name,model,customer,location,wct_group,workcenter,operationtext,workcenterdescription,planhours,systemstatus,confirmation,status,finish_date,codenumber,weight,created_by,type,group,category,remark,sync,plan_start,plan_finish,actual_start,actual_finish,actual_progress,actual_hours
435232,1000091120,210,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Pin Bore,,4,,,,,1.00009E+12,,,,2,,,,,,,,,
435233,1000091120,220,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Drill grease holes,,1,,,,,1.00009E+12,,,,2,,,,,,,,,
435234,1000091120,230,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Retap thread holes,,1,,,,,1.00009E+12,,,,2,,,,,,,,,
435235,1000091120,240,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Deburr excess after machining,,4,,,,,1.00009E+12,,,,2,,,,,,,,,
435236,1000091120,250,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00009E+12,,,,2,,,,,,,,,
435237,1000091120,310,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,PPC,,Order material Sleeve,,0,,,,,1.00009E+12,,,,2,,,,,,,,,
435238,1000091120,320,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,BSW,M5153BSW,Cut material Sleeve,,2,,,,,1.00009E+12,,,,2,,,,,,,,,
435240,1000091120,340,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Top,,4,,,,,1.00009E+12,,,,2,,,,,,,,,
435271,1000091121,330,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,SYG,M5153COR,Machining Sleeve,,4,,,,,1.00009E+12,,,,3,,,,,,,,,
435264,1000091121,210,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Pin Bore,,4,,,,,1.00009E+12,,,,3,,,,,,,,,
435274,1000091121,360,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,ASY,M5153ASY,Install Sleeve at ID Bore Top,,0.5,,,,,1.00009E+12,,,,3,,,,,,,,,
435273,1000091121,350,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Bottom,,4,,,,,1.00009E+12,,,,3,,,,,,,,,
516234,1000122472,20,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HCP1,M5153CP1,Dechrome process OD ,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
516235,1000122472,30,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Striping ID Eye,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
516236,1000122472,40,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM1,M5153WM1,Welding ID Eye,,3,,,,,1.00012E+11,0,,,4,,,,,,,,,
516237,1000122472,50,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM3,M5153WM3,Remove Crack,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
516238,1000122472,60,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM3,M5153WM3,Welding Crack,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
435272,1000091121,340,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Top,,4,,,,,1.00009E+12,,,,3,,,,,,,,,
435269,1000091121,310,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,PPC,,Order material Sleeve,,0,,,,,1.00009E+12,,,,3,,,,,,,,,
435270,1000091121,320,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,BSW,M5153BSW,Cut material Sleeve,,2,,,,,1.00009E+12,,,,3,,,,,,,,,
435254,1000091121,110,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Center,,2,,,,,1.00009E+12,,,,3,,,,,,,,,
516240,1000122472,80,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,MGN1,M5153COR,Skim OD ex repair weld dent and crack,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
516241,1000122472,90,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Machining ID eye,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
516242,1000122472,100,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,POL1,M5153PL1,Pre polish OD rod prior to chrome,,4,,,,,1.00012E+12,0,,,4,,,,,,,,,
516244,1000122472,120,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,POL2,M5153PL2,Final Polish OD rod,,4,,,,,1.00012E+12,0,,,4,,,,,,,,,
516245,1000122472,130,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HDR,M5153HDR,Handressing,,2,,,,,1.00012E+12,0,,,4,,,,,,,,,
516246,1000122472,140,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+12,0,,,4,,,,,,,,,
516239,1000122472,70,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM2,M5153WM2,Tig Welding OD,,1,,,FINISH,12/27/2025,1.00012E+11,0,,,4,,,,,,,,,
516243,1000122472,110,SHCG-444,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HCP2,M5153CP2,Hardchrome OD Rod,,4,,,FINISH,12/29/2025,1.00012E+12,0,,,4,,,,,,,,,
435260,1000091121,170,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Top,,8,,,,,1.00009E+12,,,,3,,,,,,,,,
435259,1000091121,160,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Pin Bore,,2,,,,,1.00009E+12,,,,3,,,,,,,,,
516247,1000122412,20,SHCG-391-I,,Head Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
516248,1000122412,30,SHCG-391-I,,Head Hoist Cylinder,777,PT. Cipta Kridatama,BMB,QC2,M5153QC2,Post inspect,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
435261,1000091121,180,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Center,,8,,,,,1.00009E+12,,,,3,,,,,,,,,
435258,1000091121,150,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Pin Bore,,2,,,,,1.00009E+12,,,,3,,,,,,,,,
435262,1000091121,190,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Bottom,,8,,,,,1.00009E+12,,,,3,,,,,,,,,
435253,1000091121,100,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Top,,2,,,,,1.00009E+12,,,,3,,,,,,,,,
435252,1000091121,90,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Top,,4,,,,,1.00009E+11,,,,3,,,,,,,,,
435268,1000091121,250,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00009E+12,,,,3,,,,,,,,,
435267,1000091121,240,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Deburr excess after machining,,4,,,,,1.00009E+12,,,,3,,,,,,,,,
435245,1000091121,20,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Remove Crack,,4,,,,,1.00009E+11,,,,3,,,,,,,,,
435266,1000091121,230,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Retap thread holes,,1,,,,,1.00009E+12,,,,3,,,,,,,,,
435251,1000091121,80,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Pin Bore,,4,,,,,1.00009E+11,,,,3,,,,,,,,,
435257,1000091121,140,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Bottom,,2,,,,,1.00009E+12,,,,3,,,,,,,,,
435250,1000091121,70,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Bottom,,4,,,,,1.00009E+11,,,,3,,,,,,,,,
435263,1000091121,200,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Sloting ID Bore Center,,4,,,,,1.00009E+12,,,,3,,,,,,,,,
435244,1000091121,10,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Remove plug,,1,,,,,1.00009E+11,,,,3,,,,,,,,,
435275,1000091121,370,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,ASY,M5153ASY,Install Sleeve at ID Bore Bottom,,0.5,,,,,1.00009E+12,,,,3,,,,,,,,,
435255,1000091121,120,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Center,,2,,,,,1.00009E+12,,,,3,,,,,,,,,
435265,1000091121,220,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Drill grease holes,,1,,,,,1.00009E+12,,,,3,,,,,,,,,
435249,1000091121,60,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Center,,2,,,,,1.00009E+11,,,,3,,,,,,,,,
435248,1000091121,50,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Top,,4,,,,,1.00009E+11,,,,3,,,,,,,,,
435246,1000091121,30,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Crack Area,,12,,,,,1.00009E+11,,,,3,,,,,,,,,
435256,1000091121,130,SDFP-49,,Arm As Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Bottom,,4,,,,,1.00009E+12,,,,3,,,,,,,,,
435290,1000091122,150,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Top,,12,,,,,1.00009E+12,,,,4,,,,,,,,,
435296,1000091122,210,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,MTS,M5153MTS,Wire Arc bearing seat 1,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
435301,1000091122,260,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Retap thread holes,,2,,,,,1.00009E+12,,,,4,,,,,,,,,
435287,1000091122,120,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Top,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
435286,1000091122,110,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Top,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
435285,1000091122,100,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Bottom (2),,8,,,,,1.00009E+12,,,,4,,,,,,,,,
435284,1000091122,90,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Top (1),,8,,,,,1.00009E+11,,,,4,,,,,,,,,
435283,1000091122,80,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Check ID bore 3 & 4 using Go No Go,,1,,,,,1.00009E+11,,,,4,,,,,,,,,
435282,1000091122,70,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Skim the Face surface of bore 3 & 4,,4,,,,,1.00009E+11,,,,4,,,,,,,,,
435281,1000091122,60,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Install & Weld joint the sleeve,,2,,,,,1.00009E+11,,,,4,,,,,,,,,
435280,1000091122,50,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Inspection,,1,,,,,1.00009E+11,,,,4,,,,,,,,,
435279,1000091122,40,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machine the bore 3 & 4 prior to sleeve,,8,,,,,1.00009E+11,,,,4,,,,,,,,,
435297,1000091122,220,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,MTS,M5153MTS,Wire Arc bearing seat 2 ,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
516249,1000122413,20,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HCP1,M5153CP1,Dechrome OD 2nd stage,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516250,1000122413,30,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,WM2,M5153WM2,Tig weld dent area,,2,,,,,1.00012E+11,0,,,2,,,,,,,,,
435298,1000091122,230,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Machining the bearing seat 1,,6,,,,,1.00009E+12,,,,4,,,,,,,,,
435299,1000091122,240,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Machining the bearing seat 2,,6,,,,,1.00009E+12,,,,4,,,,,,,,,
435300,1000091122,250,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Check TIR After Machine,,2,,,,,1.00009E+12,,,,4,,,,,,,,,
435293,1000091122,180,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Strip bearing seat 1 ,,2,,,,,1.00009E+12,,,,4,,,,,,,,,
435294,1000091122,190,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Strip bearing seat 2,,2,,,,,1.00009E+12,,,,4,,,,,,,,,
516251,1000122413,40,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,MGN1,M5153COR,Skim ex tigweld,,2,,,,,1.00012E+11,0,,,2,,,,,,,,,
516252,1000122413,50,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,POL1,M5153PL1,Pre polish OD rod prior to chrome,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516253,1000122413,60,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HCP2,M5153CP2,Hardchrome OD Of Rod,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516254,1000122413,70,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,POL2,M5153PL2,Final Polish OD rod,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516255,1000122413,80,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HM,M5153HM1,Honing ID,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516256,1000122413,90,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HDR,M5153HDR,Handressing,,2,,,,,1.00012E+11,0,,,2,,,,,,,,,
516257,1000122413,100,SHCG-391-I,,2nd Stage As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,QC2,M5153QC2,Post Inspection,,1,,,,,1.00012E+12,0,,,2,,,,,,,,,
435302,1000091122,270,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Deburr excess after machining,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
435278,1000091122,30,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Welding Worn out on face ,,4,,,,,1.00009E+11,,,,4,,,,,,,,,
435289,1000091122,140,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Bottom,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
435288,1000091122,130,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Bottom,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
435277,1000091122,20,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,SYG,M5153COR,Manufacture sleeve,,8,,,,,1.00009E+11,,,,4,,,,,,,,,
435303,1000091122,280,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00009E+12,,,,4,,,,,,,,,
435292,1000091122,170,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld dent. worn out area,,4,,,,,1.00009E+12,,,,4,,,,,,,,,
435291,1000091122,160,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Bottom,,12,,,,,1.00009E+12,,,,4,,,,,,,,,
435295,1000091122,200,SDFP-49,,Housing Spindle Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,BLS,M5153BLS,Blasting before Spray,,1,,,,,1.00009E+12,,,,4,,,,,,,,,
435314,1000091123,110,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Top,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
435312,1000091123,90,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Top (1),,8,,,,,1.00009E+11,,,,5,,,,,,,,,
516258,1000122414,20,SHCG-391-I,,Head 2nd Stage Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
516259,1000122414,30,SHCG-391-I,,Head 2nd Stage Hoist Cylinder,777,PT. Cipta Kridatama,BMB,QC2,M5153QC2,Post inspect,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
435326,1000091123,230,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Machining the bearing seat 1,,6,,,,,1.00009E+12,,,,5,,,,,,,,,
435325,1000091123,220,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,MTS,M5153MTS,Wire Arc bearing seat 2 ,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
435313,1000091123,100,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Bottom (2),,8,,,,,1.00009E+12,,,,5,,,,,,,,,
435321,1000091123,180,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Strip bearing seat 1 ,,2,,,,,1.00009E+12,,,,5,,,,,,,,,
435305,1000091123,20,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,SYG,M5153COR,Manufacture sleeve,,8,,,,,1.00009E+11,,,,5,,,,,,,,,
435317,1000091123,140,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Bottom,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
435306,1000091123,30,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Welding Worn out on face ,,4,,,,,1.00009E+11,,,,5,,,,,,,,,
435307,1000091123,40,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machine the bore 3 & 4 prior to sleeve,,8,,,,,1.00009E+11,,,,5,,,,,,,,,
435316,1000091123,130,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Bottom,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
435331,1000091123,280,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00009E+12,,,,5,,,,,,,,,
435330,1000091123,270,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Deburr excess after machining,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
435329,1000091123,260,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Retap thread holes,,2,,,,,1.00009E+12,,,,5,,,,,,,,,
435328,1000091123,250,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Check TIR After Machine,,2,,,,,1.00009E+12,,,,5,,,,,,,,,
435308,1000091123,50,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Inspection,,1,,,,,1.00009E+11,,,,5,,,,,,,,,
435315,1000091123,120,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Top,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
435318,1000091123,150,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Top,,12,,,,,1.00009E+12,,,,5,,,,,,,,,
435319,1000091123,160,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Bottom,,12,,,,,1.00009E+12,,,,5,,,,,,,,,
435320,1000091123,170,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld dent. worn out area,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
435322,1000091123,190,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Strip bearing seat 2,,2,,,,,1.00009E+12,,,,5,,,,,,,,,
435324,1000091123,210,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,MTS,M5153MTS,Wire Arc bearing seat 1,,4,,,,,1.00009E+12,,,,5,,,,,,,,,
516260,1000122415,20,SHCG-391-I,,Piston As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,WM2,M5153WM2,Tig weld worn out,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
516261,1000122415,30,SHCG-391-I,,Piston As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,SYG,M5153COR,Skim ex weld,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
516262,1000122415,40,SHCG-391-I,,Piston As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
516263,1000122415,50,SHCG-391-I,,Piston As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,QC2,M5153QC2,Post Inspection,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
435323,1000091123,200,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,BLS,M5153BLS,Blasting before Spray,,1,,,,,1.00009E+12,,,,5,,,,,,,,,
516264,1000122416,20,SHCG-391-I,,Housing As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HM,M5153HM1,Honing ID Housing,,4,,,,,1.00012E+11,0,,,5,,,,,,,,,
516265,1000122416,30,SHCG-391-I,,Housing As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,5,,,,,,,,,
516266,1000122416,40,SHCG-391-I,,Housing As Hoist Cylinder,777,PT. Cipta Kridatama,BMB,QC2,M5153QC2,Post Inspection,,1,,,,,1.00012E+11,0,,,5,,,,,,,,,
435327,1000091123,240,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,MGN1,M5153COR,Machining the bearing seat 2,,6,,,,,1.00009E+12,,,,5,,,,,,,,,
435309,1000091123,60,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Install & Weld joint the sleeve,,2,,,,,1.00009E+11,,,,5,,,,,,,,,
435310,1000091123,70,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Skim the Face surface of bore 3 & 4,,4,,,,,1.00009E+11,,,,5,,,,,,,,,
435311,1000091123,80,SDFP-49,,Housing Spindle Lh Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Check ID bore 3 & 4 using Go No Go,,1,,,,,1.00009E+11,,,,5,,,,,,,,,
435333,1000091124,20,SDFP-49,,Spindle Rh Motor Grader,, PT. Cipta Kridatama,Site BMB,VTL,M5153VTL,Strip bearing seat 1 ,,1,,,,,1.00009E+11,,,,6,,,,,,,,,
435334,1000091124,30,SDFP-49,,Spindle Rh Motor Grader,, PT. Cipta Kridatama,Site BMB,VTL,M5153VTL,Strip bearing seat 2,,1,,,,,1.00009E+11,,,,6,,,,,,,,,
435335,1000091124,40,SDFP-49,,Spindle Rh Motor Grader,, PT. Cipta Kridatama,Site BMB,BLS,M5153BLS,Blasting before Spray,,1,,,,,1.00009E+11,,,,6,,,,,,,,,
